Date,pred,proba,label_50
20170104,1,0.6281842819051727,1
20170110,0,0.46419057754353243,0
20170111,1,0.5531464729125778,0
20170112,0,0.27370685502660125,0
20170113,0,0.29938134298618657,0
20170116,0,0.08844051701841092,0
20170117,0,0.22430087334871332,0
20170118,0,0.16497391381703355,0
20170120,0,0.11306862886152007,1
20170123,0,0.4034433270000398,0
20170124,0,0.2699509405703077,0
20170125,0,0.41975834333798656,1
20170126,1,0.5910828463225805,1
20170127,0,0.4580778045519105,1
20170131,0,0.16936010897987894,0
20170203,0,0.183117735367685,0
20170207,0,0.09441114827049309,0
20170208,1,0.5995420094435078,1
20170209,0,0.3228832809377175,0
20170210,1,0.8015582226552576,1
20170213,0,3.775791744441764e-06,0
20170214,0,0.14843568894296438,0
20170215,1,0.5985703981908143,1
20170216,0,0.3536318744591381,0
20170217,0,0.08254329542931703,0
20170220,1,0.6916312478663771,0
20170221,0,0.37154360316568436,1
20170222,0,0.34509958839862953,1
20170223,0,0.30346672151382315,0
20170224,1,0.5907669722580665,0
20170227,1,0.5129304643817884,0
20170228,0,0.39085480702864756,0
20170301,0,0.22260784928016214,1
20170302,0,0.48307128534454874,1
20170303,0,0.4560958268534204,1
20170306,1,0.8694279438124051,0
20170307,0,0.38042436869168095,0
20170308,0,0.38741984909424343,0
20170310,0,0.4211827831248512,1
20170313,0,0.20178845882840082,1
20170315,0,0.015402436517512766,0
20170316,0,0.19697065991007542,0
20170317,0,0.17335361805278857,0
20170321,0,0.14990368796793893,0
20170322,0,0.03351255628099778,0
20170323,0,0.09566771984620226,0
20170324,0,0.3797921092882479,0
20170327,0,0.17156555885597566,0
20170328,0,0.04305024065326593,1
20170329,0,0.022838702216274372,1
20170330,0,0.15656388773305946,0
20170403,0,0.46125537195735755,0
20170404,0,0.1882447300172778,0
20170406,0,0.4495591267553677,0
20170407,0,0.3375957134562107,0
20170410,0,8.424410483923044e-05,0
20170412,0,0.1547778702274348,0
20170413,0,0.3533433640297661,0
20170414,1,0.5591890895324726,0
20170417,0,0.21398141896356987,0
20170418,0,0.10920333885686648,0
20170419,1,0.9624572246395626,0
20170420,1,0.9478756262697184,0
20170421,1,0.9598646625804946,1
20170424,1,0.8899163756299134,1
20170425,1,0.999052771160519,1
20170426,1,0.880176284735345,1
20170427,1,0.9750170974402184,1
20170428,1,0.8821605459619112,1
20170502,0,0.48694535722680204,1
20170508,0,2.1336799517424576e-06,0
20170509,1,0.8768779588309983,1
20170510,1,0.6535244740360592,1
20170511,1,0.880645792590775,1
20170512,1,0.6491686852852142,0
20170515,0,0.3885507317446549,0
20170516,0,0.3836966604647027,0
20170517,0,0.20598112499882043,0
20170518,0,0.24779103649013962,0
20170519,1,0.7419036967264575,0
20170522,0,0.2766985322228584,0
20170523,1,0.987110445051332,0
20170524,0,0.20979669598187212,1
20170525,1,0.9225784045580818,1
20170526,1,0.8819885931575004,0
20170529,0,0.004807775419562394,0
20170530,0,0.2015262866499466,0
20170601,1,0.522023748766001,1
20170602,0,0.4793515888347677,1
20170606,0,0.0855814497900842,0
20170607,1,0.7746864229555419,0
20170608,0,0.2954150869993294,0
20170609,0,0.4983032671464813,0
20170612,0,0.00012010075631432073,0
20170613,0,0.2879760886336701,0
20170614,1,0.5564140406924366,0
20170615,1,0.5356068192774207,0
20170616,1,0.506423869426193,1
20170619,0,0.2674788092854472,1
20170620,1,0.6105106072326434,1
20170621,0,0.34928464411678206,1
20170622,0,0.3423085441235771,0
20170623,0,0.46016612609872676,0
20170626,1,0.5689004245435249,0
20170627,0,0.370314034417514,1
20170628,0,0.4316494506394922,0
20170629,0,0.28887186363275963,0
20170630,0,0.1657171550909528,0
20170703,0,0.1369630003150466,0
20170704,1,0.6573696902742171,0
20170705,0,0.10169432448971971,0
20170707,0,0.0008391496494234111,0
20170710,0,0.09584754463537215,1
20170711,1,0.6725385717799287,1
20170712,1,0.5333496319876447,0
20170713,1,0.7764940119461519,0
20170714,1,0.9485322624879232,0
20170718,0,3.379671078130653e-08,0
20170719,0,0.0012733412248631323,0
20170720,1,0.890024725467726,1
20170721,1,0.998253356262292,0
20170724,0,0.037978617439170144,0
20170725,0,0.11835045511601293,0
20170726,0,0.4987013777715777,0
20170727,1,0.7332569668734401,0
20170728,0,0.06022300473368221,0
20170731,1,0.7987836795578926,0
20170801,0,0.09486470530132908,0
20170802,0,0.019171939653305246,1
20170804,0,0.08623325645230094,0
20170807,0,0.00851997962213922,0
20170808,1,0.5479208256399064,0
20170809,0,0.05672776323421388,0
20170810,0,0.05221924884295278,0
20170814,0,0.0026851502408239683,0
20170815,0,0.10295804858038783,0
20170816,0,0.0019169279598278998,0
20170817,0,0.06355696196062878,0
20170818,0,0.04243642548346354,0
20170821,0,0.19214642638522414,0
20170822,0,0.005813618886102372,0
