Date,pred,proba,label_150
20170104,0,0.21436960000117186,0
20170110,1,0.6004245080758173,0
20170111,1,0.5531675259639133,0
20170112,0,0.36972676899957035,0
20170113,1,0.5144606498008634,0
20170116,0,0.45669501791295647,0
20170117,0,0.3745235512050686,0
20170118,1,0.5570678333417333,0
20170120,0,0.41498375285494454,0
20170123,0,0.4745950100172435,0
20170124,1,0.891409664030908,0
20170125,1,0.9642691293179294,0
20170126,1,0.5344431422142365,0
20170127,1,0.6704873899460237,0
20170131,1,0.5879692978066459,0
20170203,1,0.7169455633278675,0
20170207,1,0.6704896987900673,0
20170208,1,0.8571657297924685,0
20170209,1,0.7638184874458469,0
20170210,1,0.6830946398668956,0
20170213,1,0.9999991740355937,0
20170214,1,0.5293551929471179,0
20170215,1,0.688091116429703,0
20170216,1,0.6557993036605341,0
20170217,1,0.7867173176810772,0
20170220,1,0.7410874164174452,0
20170221,1,0.5388265575037475,0
20170222,1,0.741951755527945,0
20170223,1,0.6313558986136344,0
20170224,1,0.5961780510944475,0
20170227,1,0.6699558730426919,0
20170228,1,0.7138652677363718,0
20170301,1,0.7850435036566813,0
20170302,1,0.7916510932714232,0
20170303,1,0.8014838777466476,0
20170306,0,0.4821423828027892,0
20170307,1,0.6071768151707446,0
20170308,1,0.6080413485068041,0
20170310,1,0.7648831479423621,0
20170313,0,0.47392172155665674,0
20170315,1,0.7671950175389967,0
20170316,1,0.6196082215974091,0
20170317,0,0.4937944113855061,0
20170321,1,0.5741557716003919,0
20170322,1,0.5992980113173829,0
20170323,1,0.8450638841829182,0
20170324,1,0.6717783420508331,0
20170327,0,0.4647099251910794,0
20170328,1,0.8802265596024333,0
20170329,1,0.7894783058737158,1
20170330,1,0.5885650463679933,0
20170403,1,0.6116472222123077,0
20170404,1,0.8469639344177023,0
20170406,1,0.5513612119893713,0
20170407,1,0.7083197976250603,0
20170410,1,0.6548169866788014,0
20170412,1,0.737924781056722,0
20170413,1,0.6164947981738762,0
20170414,1,0.8135097130453237,0
20170417,0,0.29518484533278616,0
20170418,0,0.35206328293927525,0
20170419,1,0.7086955148223701,0
20170420,0,0.4998763396339727,1
20170421,1,0.597936739245056,0
20170424,0,0.28711709376059796,0
20170425,1,0.5114429213243208,1
20170426,1,0.5593408265309541,1
20170427,1,0.773438851944756,1
20170428,1,0.811753049562997,0
20170502,1,0.6655683334556364,0
20170508,1,0.5592507646193349,0
20170509,1,0.8662207672560025,0
20170510,1,0.6905151094571258,0
20170511,0,0.378281976960333,0
20170512,0,0.4580763856721223,0
20170515,0,0.39360404146632344,0
20170516,0,0.38786581320090446,0
20170517,0,0.193491854009985,0
20170518,0,0.3320381321336766,0
20170519,1,0.6372240137342869,0
20170522,0,0.1811749093574871,0
20170523,0,0.2509425834587711,0
20170524,0,0.41621361470770024,0
20170525,0,0.35838176660033705,0
20170526,0,0.14014715083006235,0
20170529,0,0.48706123136042684,0
20170530,0,0.3285199859419403,0
20170601,0,0.3430120967467246,0
20170602,0,0.4692532012915294,0
20170606,1,0.5288994563711998,0
20170607,1,0.6149752240008847,0
20170608,0,0.4958247956603775,0
20170609,0,0.41811887102204914,0
