Date,Actual,Predicted
20171214,-140.0,1.1955772143391528
20171215,-101.7,0.7364362598072431
20171218,-140.0,1.000025504419458
20171219,-140.0,14.756453659496882
20171220,-105.0,0.17954224352923476
20171221,-85.0,-22.85511930125671
20171222,60.0,0.21484985609118976
20171226,305.0,-13.443474785348235
20171227,295.0,-7.8876411665652135
20180105,-110.0,-17.995200828255783
20180109,-180.0,0.5070974923375204
20180110,-165.0,-0.5994039224744683
20180111,-85.0,-0.8168732240747214
20180112,-120.0,6.543079953296503
20180115,-30.0,1.2341857413587356
20180116,0.0,0.4241603817687168
20180117,-80.0,-14.704260971516138
20180118,-65.0,5.956434875424872
20180119,-140.0,-10.323997580955528
20180122,-95.0,-140.60676446090963
20180123,71.0,0.9500312543546776
20180124,262.0,0.5473360202859554
20180125,-55.0,1.2582658754019973
20180126,-5.0,4.037765495620825
20180129,35.0,-79.32781958116595
20180130,279.0,-79.8664311857413
20180131,955.0,40.00938307849492
20180201,990.0,-0.5552430030001558
20180202,1175.0,-0.45456829113338104
20180206,-140.0,45.76272834718099
20180207,125.0,0.5625352616977801
20180209,-430.0,0.652579965089863
20180213,-100.0,0.3493399920745184
20180214,-10.0,-0.25389397610259895
20180215,70.0,-203.09403821030693
20180216,-40.0,-239.66106098545484
20180219,25.0,1.2787358349937812
20180220,-130.0,-90.19875820280558
20180221,-145.0,-123.17665703125144
20180222,35.0,-0.08194968552708223
20180223,95.0,0.39710596742056203
20180226,427.0,1.322693760389506
20180227,677.0,1.0618819811951168
20180301,90.69,-38.40778929132747
20180305,-75.0,-29.47597998729503
20180308,-220.0,-86.02125073052937
20180312,40.0,-22.427984157548455
20180319,550.0,-96.40715403390843
20180320,190.0,-71.88427174553124
20180322,270.0,-212.2876705437976
20180323,130.0,-42.009654369339955
20180327,-60.0,-55.386313514312036
20180328,195.69,-49.95231993120777
20180329,-80.0,-0.4956121016079891
20180330,-265.0,-0.7511881992938811
20180402,-95.0,0.7736807815057547
20180403,90.0,-48.49637054118872
20180405,-125.0,-51.89133166846628
20180406,-245.0,-27.038649672065247
20180410,-170.0,-12.411506096524981
20180411,-220.0,-26.647320912228615
20180412,106.77,29.16773809960507
20180413,-48.23,-18.938964245919475
20180416,-80.0,-199.63116552005027
20180417,-85.0,0.256495564613665
20180418,51.77,0.6573720801294461
20180419,-125.0,3.7857249092394456
20180420,-90.0,5.382933922126464
20180423,-50.0,-6.350849767171321
20180424,-130.0,-16.09228341856489
20180425,-96.0,-4.39326162322775
20180426,-227.0,-12.558923937461605
20180427,-260.0,-16.269320325501873
20180501,-170.0,-46.44263520724286
20180502,-165.0,0.5285818076357213
20180507,-25.0,0.977255821334534
20180508,-85.0,34.06646830303568
20180509,-25.0,-1.8411863068731233
20180510,40.0,-24.16593727437221
20180511,20.0,-44.43104730125563
20180514,-55.0,-51.628583905680884
20180515,-60.0,-116.66251494840557
20180516,-5.0,-25.114654274832088
20180517,65.0,-104.6931145601487
20180518,115.0,-16.40461826427612
20180521,223.0,-22.358467299404378
20180522,258.0,-23.2027885340752
20180523,495.0,-36.623270298371544
20180524,181.0,-49.89351808758773
20180525,-185.0,-22.606268160370846
20180528,-215.0,-37.396688209263246
20180529,-112.0,-13.1465865488566
20180530,-35.0,-20.13361243572111
20180531,138.05,0.7068271269341091
20180601,153.05,-39.26765333781369
20180604,65.0,-46.83351631505642
20180605,20.0,-48.28743682321789
20180606,10.0,-4.648768172192688
20180607,-100.0,2.334010903614264
20180608,-115.0,6.470323277279916
20180611,-110.0,-3.5333989797336742
20180612,200.0,-3.3158644484830995
20180613,-5.0,-29.806285115857847
20180614,10.0,-0.044711391407983025
20180615,35.0,-0.9607670160064229
20180618,120.0,-3.192480925152356
20180620,-95.0,-3.4968857356863325
20180621,-65.0,-121.94655653099205
20180622,115.0,-88.24673245122005
20180625,378.0,0.06981795050672066
20180627,165.0,-27.68429008481329
20180628,57.0,-37.02033083286295
20180629,165.0,-34.666480765858566
20180702,142.0,-0.2850551808318621
20180703,-270.0,-30.22474612949927
20180706,70.0,-0.44564007505374437
20180709,130.0,-2.8630587232100955
20180710,175.0,2.078039718154283
20180711,155.0,-0.7717224334955183
20180712,180.0,-30.290487035171672
20180713,110.0,-17.72017605670223
20180717,-105.0,-56.529221402805995
20180718,-65.0,-95.53986542050956
20180720,-100.0,-8.037555593127898
20180723,-155.0,-6.223174676444823
20180724,-170.0,-1.1455774529697687
20180725,-155.0,0.47540888626148214
20180726,-172.0,1.0460514761045412
20180727,-209.0,1.1893582269150251
20180730,-292.0,0.37615361303190886
20180731,-232.0,-7.97725251492328
20180803,185.0,-5.252346812767188
20180807,-45.0,65.18909011292412
20180808,290.0,1.7133760688543238
20180809,25.0,0.0002784449109786147
20180810,50.0,-57.543797156785864
20180813,-180.0,-0.547643996741034
20180814,-95.0,2.4204657010463797
20180815,-155.0,0.8336642471283477
20180816,-16.0,-12.966757505817048
20180817,-105.0,9.371211368505822
20180820,97.0,-13.367684330215521
20180821,137.0,-56.25188455301939
20180822,218.0,3.746262341706783
20180823,121.0,-1.3807949458210151
20180824,114.0,0.08735478145585052
20180827,-95.0,-18.31197984534683
20180828,37.0,-4.158947392774467
20180829,4.0,-7.662709341924453
20180830,91.0,7.697270231911207
20180831,-49.0,0.4864693819111695
20180903,186.0,1.136639508418463
20180904,-182.0,-0.22743068422506194
20180906,30.0,1.2360926831084142
20180910,120.0,-1.592138180837702
20180911,10.0,1.5699070056461868
20180913,194.0,1.2327542097783541
20180914,255.0,-1.2089011615303487
20180918,245.0,-3.524374368313728
20180919,-90.0,-8.735788291072383
20180920,39.0,0.337916133101253
20180921,-11.0,-0.01760836047039946
20180925,-120.0,-0.36909571481622866
20180926,117.0,-0.45726421727101985
20180927,-97.0,-1.3812616826694744
20180928,79.0,-1.3655239530756402
20181001,109.0,1.2026256034287148
20181002,99.47,-0.06993170656508574
20181003,130.0,0.445694622784203
20181004,140.0,0.6504240826363834
20181005,365.0,0.7305022369717442
20181009,330.0,-2.9534838330224167
20181010,355.0,0.9205532693840905
20181011,150.0,0.9614351702224112
20181012,-220.0,0.9225554124480985
20181015,-225.0,0.5987593971702522
20181016,-10.0,0.045094104681698305
20181017,45.0,0.9313554582632027
20181018,164.47,0.8575079602561644
20181019,374.47,-24.52484114059331
20181022,419.47,0.8729510494948532
20181023,454.47,0.32354994451019825
20181024,290.0,0.8686560943731202
20181025,-360.0,1.1308870040670316
20181026,-240.0,0.43336941644327986
20181029,-130.53,-5.374423027709561
20181030,160.0,-0.787629105914724
20181101,-125.0,0.43239346291595576
20181105,-340.0,1.1090199302259096
20181106,-345.0,1.5461360467452028
20181107,-195.0,1.1077992527177138
20181108,85.0,1.0924496556549332
20181109,200.0,0.441171943817652
20181113,25.0,0.6167013486110842
20181115,-270.0,34.06133704639163
20181116,10.0,-5.000218243540346
20181119,-25.0,0.5898669491701547
20181120,5.0,-0.11996875508167809
20181121,130.0,0.25750553706153934
20181122,195.0,-6.890427014455109
20181126,175.0,-3.7506187537440674
20181127,151.0,-1.2583550028661579
20181128,126.0,-0.20117319618354862
20181129,22.0,-14.141438939277634
20181130,15.0,-15.490151816209163
20181203,352.0,-45.263957083585936
20181204,325.0,-26.06847413270902
20181205,-100.0,2.9261150010039514
20181206,-165.0,4.8515578963752635
20181211,-100.0,9.680270422489624
20181212,338.0,0.05805084935993751
20181213,150.0,-0.21548291384908858
20181214,231.69,0.7261133313332171
20181217,443.0,-4.089212239771988
20181218,445.0,-1.7547769764061518
20181219,350.0,0.3406195595422332
20181220,854.0,1.3300589503154736
20181221,240.0,0.5117340012488126
20181225,-475.0,0.49788222248983294
20181226,70.0,-1.8307033080924875
20181228,-375.0,-0.18047634234615484
20190107,-253.98,1.030605742457343
20190108,-270.0,0.6852372909262461
20190109,-180.0,1.1262536425534946
20190110,-130.0,124.53933073783409
20190111,-105.0,349.3242601609042
20190115,-25.0,-33.60839822620365
20190116,-255.0,1.0724839717743473
20190117,-165.0,1.1214694513151766
20190118,-180.0,67.00039081505355
20190121,-120.0,-41.6718241545712
20190122,-145.0,-5.335090472729063
20190123,-150.0,83.08574246222608
20190124,-75.0,118.36618087209816
20190125,-217.0,8.667352288053491
20190128,-271.0,-49.338968263533616
20190129,-97.0,147.64109292997617
20190130,-220.0,153.25403049149784
20190131,-100.0,195.48785486966668
20190201,-165.0,133.9745860018095
20190204,-60.0,-9.942948698777826
20190205,-50.0,3.4497226625854847
20190207,70.0,240.83254276910878
20190208,220.0,62.501052123905446
20190212,255.0,-20.716595745231253
20190213,-15.0,211.34620486069747
20190214,-85.0,264.0465233394358
20190215,44.0,11.18815478165778
20190218,-96.0,-1.924650131888592
20190219,-115.0,0.4578375762300503
20190220,-250.0,20.03261702952147
20190221,-162.0,17.77105703403202
20190222,-54.0,0.7641999072352985
20190225,-196.0,-0.4347438525552597
20190226,-208.0,-0.20209239682050784
20190227,-20.0,-0.14607594015150632
20190228,15.0,311.6124376931009
20190304,505.75,-27.728584645898557
20190305,275.0,194.1686692756099
20190306,297.75,285.7423487669962
20190307,-160.0,4.777322532315442
20190308,-210.0,9.585197328695314
20190312,-180.0,1.8752720986852025
20190313,-185.0,0.07594601572786436
20190314,-20.0,1.7543676555501375
20190315,-95.0,2.1704800623757863
20190319,28.0,2.352852842003704
20190320,-55.0,2.2912476635955734
20190325,45.0,-0.7356616752011769
20190326,156.75,6.702307013375106
20190327,-36.0,4.155063595776031
20190328,97.0,3.8247282661757636
20190329,122.0,42.976783971871704
20190401,-143.0,-0.13129911395533672
20190402,-186.0,213.58320818037103
20190403,-115.0,189.69134140391134
20190404,-170.0,82.51214946285202
20190405,-20.0,289.4364638104751
20190408,-23.09,166.06550749406762
20190409,61.91,282.923927370548
20190410,111.91,70.86999364060341
20190411,194.91,163.07711313474024
20190412,14.0,336.41173374335085
20190415,-130.0,1.7961006521842637
20190416,-115.0,325.6904191643998
20190417,-95.0,221.0147761241566
20190418,-105.0,6.10902129307684
20190419,-148.0,1.4393806079586606
20190422,224.0,1.4342735639801918
20190423,130.0,1.3463458594101458
20190424,230.0,0.7301092969637866
20190425,55.0,1.3012318830630782
20190426,95.0,281.050371182358
20190507,120.0,-36.71305505748055
20190508,145.0,30.164199939953374
20190509,125.0,21.260589884944498
20190510,-5.0,0.590627225741937
20190513,-330.0,1.19544870338929
20190514,-220.0,0.9207767262358995
20190515,-240.0,1.2622324057739203
20190516,-160.0,-4.1421225219373525
20190517,-180.0,-2.00333005849968
20190520,-205.0,-0.7453522602616982
20190521,-135.0,169.9916182835578
20190522,-15.0,1.0504996746206694
20190523,27.0,1.1994986110094397
20190524,64.0,-4.3509428936503625
20190527,239.0,28.11818226349184
20190528,249.0,17.624907073672276
20190529,209.0,153.03004606002506
20190530,90.0,377.17623145512255
20190531,-158.0,257.10936702003335
20190603,-15.0,147.79932538063738
20190604,140.0,0.9850322095854056
20190606,-75.0,11.060990367786136
20190607,-110.0,6.2144131022512274
20190610,-155.0,-11.177166186671377
20190611,-110.0,247.2575229976246
20190612,-100.0,255.85185462134444
20190613,-105.0,0.4585104869460559
20190614,-140.0,94.79902990248544
20190617,-85.0,65.33420786280823
20190618,-90.0,212.9513296914985
20190619,-105.0,0.4210607319779124
20190620,-60.0,0.3233440309461524
20190621,-120.0,0.8796684711814236
20190624,33.0,-0.09294250541703766
20190625,-72.0,263.4222545004293
20190626,110.0,113.63821365120737
20190627,145.0,2.2071173220503177
20190628,-109.0,0.8256769843012384
20190701,-232.0,1.0718389682157328
20190702,-160.0,1.9406500535727766
20190703,-150.0,137.12993283509
20190704,-195.0,243.85823984345564
20190705,-160.0,170.7166845109291
20190708,-200.0,87.88567522605885
20190709,55.0,0.28733768982479374
20190710,-55.0,-0.31610812557427564
20190711,-115.0,135.345854148325
20190712,-35.0,-0.048598722941668726
20190716,-25.0,-5.357157800126829
20190717,85.0,179.0810282584339
20190718,35.0,0.2476691330178676
20190719,304.99,0.4324666098338212
20190722,79.0,-0.11290630930431018
20190723,-25.0,274.9113113792292
20190724,-55.0,64.70937332704892
20190725,233.0,-4.700739349124529
20190726,454.0,183.82392133908695
20190729,541.0,0.4762459264606685
20190730,541.0,1.1417488067781305
20190731,295.0,259.0123418741178
20190801,655.0,1.5279808201203469
20190802,235.0,46.0779309981426
20190805,250.0,134.3068633953569
20190806,-180.0,1.2255196336132403
20190807,-140.0,1.2367642143202893
20190808,-155.0,1.0306669802493569
20190809,-180.0,174.01328506463983
20190813,-190.0,-3.8688926259569145
20190814,-200.0,1.1285076635463525
20190815,-195.0,303.9155877532116
20190816,-215.0,134.23893758314944
20190819,-200.0,114.30095546720764
20190820,-150.0,217.72080989088477
20190821,-130.0,-34.44085309547033
20190822,-105.0,1.2223485406582757
20190823,-110.0,1.4188722708580206
20190826,-190.0,1.1752417090846192
20190827,-205.0,-12.14334408782618
20190828,136.0,-5.073412813944482
20190829,167.0,21.180394691505597
20190830,113.0,-0.4497087225784184
20190902,128.0,0.8686717536022507
20190903,188.0,1.2696627484951504
20190904,80.0,0.18298062407275537
20190905,55.0,-0.1924256461802809
20190906,30.0,-0.6514724867029952
20190909,95.0,-29.646155492351074
20190910,135.0,0.356253832766584
20190911,100.0,1.0401314992472983
20190912,-65.0,226.300284935271
20190913,-105.0,-0.04338327660848956
20190917,-120.0,-3.813979607114124
20190918,-100.0,0.9109575383202055
20190919,-95.0,68.53675899921161
20190920,-116.0,157.63790901337762
20190925,125.0,61.57332503990809
20190926,503.56,163.5659128024624
20190927,92.0,0.7763399438730985
20190930,-191.0,-0.44636036433320664
20191001,154.0,124.52828668604397
20191002,-85.0,213.12724590735127
20191003,-50.0,178.15558628925135
20191004,216.93,121.84669924406967
20191007,100.0,-1.938823523299594
20191008,125.0,0.664626920676334
20191009,202.93,0.17308988921545634
20191010,120.0,0.006227277739687925
20191011,171.0,0.48927195263406364
20191015,10.0,3.2643873285612686
20191016,-90.0,0.9026365648393664
20191017,-71.0,0.05185105064939277
20191018,-5.0,0.27092355073173413
20191021,-63.0,-0.5916757605770139
20191023,-86.0,49.9095924021319
20191024,-205.0,0.0039831379919473275
20191025,14.0,0.4256142217951182
20191028,65.0,0.3602983140852374
20191029,-30.0,1.3610159516304303
20191030,45.0,0.5605640359851735
20191101,170.0,1.9438153149502202
20191105,-15.0,150.59172425811232
20191106,-65.0,217.42979940000592
20191107,-100.0,301.6766541426049
20191108,-130.0,248.239985051996
20191111,-125.0,-4.825203886570412
20191112,-105.0,0.6423985823680147
20191113,83.0,0.39596607930739564
20191114,-55.0,-0.14037763443472878
20191115,-105.0,-0.028211305235532114
20191118,-100.0,-1.8804873298045142
20191119,-100.0,124.94512205292321
20191120,-45.0,5.740465280440279
20191121,-110.0,8.985703436936218
20191122,46.0,-2.486240201507418
20191125,-115.0,1.395380833092339
20191126,36.0,-0.26615359195851507
20191127,-90.0,-141.7714172464494
20191128,-95.0,1.023719461923843
20191129,-120.0,1.1721245601410024
20191202,-160.0,2.2082013822743445
20191203,-202.0,117.6535724990056
20191204,-10.0,94.44667445180258
20191205,230.0,168.22893122659886
20191206,5.0,54.758785717751316
20191209,-25.0,-8.347334069551929
20191210,55.0,264.6359828435583
20191211,65.0,0.042093385844116205
20191212,-5.0,1.0061044215990425
20191213,-200.0,0.7488873116989219
20191216,-125.0,0.6337620380476571
20191217,-27.0,1.2531532982940763
20191218,-105.0,93.47969649238122
20191219,-110.0,56.80622732750368
20191220,-85.0,0.10765332375166017
20191223,271.0,54.49605845190736
20191224,81.0,403.4170503368642
20191225,163.0,421.3599321903574
20191226,40.0,0.8395950227846432
20191227,170.0,1.1348240108994807
20191230,55.0,39.45119821784709
20200106,114.71,-0.9780283027170287
20200107,139.71,331.1561298922947
20200108,35.0,35.90203241208974
20200109,10.0,0.6234014497278779
20200110,-175.0,170.6215208630645
20200114,-150.0,103.91071574518688
20200115,-115.0,-0.12075193429340336
20200116,-115.0,1.8955329369187923
20200117,224.0,1.5171293514642459
20200120,284.0,0.7877451325939127
20200121,299.0,0.5609340036341017
20200122,297.0,1.3900982456215774
20200123,322.0,1.2245727005131521
20200124,332.0,0.6828523969324399
20200127,-45.0,47.28690701652794
20200128,-225.0,345.7238273978714
20200129,-31.0,1.0321792854679546
20200130,77.0,0.9091275248309109
20200131,191.0,1.8737293227190317
20200203,452.0,-1.0289381959271282
20200204,340.0,373.8413478254062
20200205,95.0,1.241133409827644
20200206,-195.0,1.4913013164035667
20200207,25.0,61.64258993690605
20200210,-180.0,0.6486325176462457
20200212,-185.0,1.2817074936175037
20200213,-40.0,1.6041787005814285
20200214,755.0,3.0622348144609317
20200217,607.0,1.0270706938048195
20200218,559.0,0.9035441191627557
20200219,539.0,0.8196226933478197
20200220,666.0,1.906445454967772
20200221,499.0,1.6990683688743031
20200225,80.0,2.0547955110245444
20200226,380.0,203.5971973186499
20200227,610.0,307.08168808129676
20200228,180.0,310.13299998205787
20200302,-385.0,-28.326706096853957
20200303,-40.0,206.0039231019117
20200310,1130.0,495.98912679975433
20200311,570.0,0.14706247735029496
20200312,861.17,2.9590527268017626
20200319,290.0,0.8700881214999157
20200325,130.0,282.39808109966896
20200326,-475.0,2.5559075092197077
20200327,-290.0,2.8848748892249945
20200331,15.0,41.045041610725235
20200408,-146.31,0.4866674645475928
20200410,-330.0,0.5877604989270261
20200413,-275.0,-4.296809692329191
20200414,-50.0,3.25636706981098
20200416,-275.0,0.8547796961743487
20200417,-380.0,1.0567699191496347
20200420,105.0,0.159550765490789
20200421,-246.0,162.32580169519127
20200422,-186.31,189.87890460493068
20200428,-160.0,-37.16066982012964
20200501,-80.0,335.85920135230157
20200507,65.0,-2.5644723003356082
20200508,-105.0,-0.0332588827493297
20200511,-120.0,0.5158205565879932
20200512,-140.0,4.2618554546405
20200513,-105.0,4.646692304199273
20200514,-155.0,-0.2008994614731749
20200515,-135.0,2.682133555202143
20200518,-75.0,0.9583614920409376
20200519,130.0,0.8075231877548424
20200520,115.0,0.7899605072268618
20200521,130.0,0.9907960260902933
20200522,240.0,-0.003010740163185255
20200525,265.0,-1.0899227180155622
20200526,485.0,1.333869807735654
20200527,215.0,1.135340597899135
20200528,185.0,0.7045455062030466
20200529,220.0,0.35213814303113516
20200601,280.0,0.6606195896441696
20200602,265.0,1.725942233989954
20200608,360.0,1.89070409368331
20200609,425.0,0.9618986902736539
20200610,380.0,0.04935382455796683
20200611,492.6,1.1915669354361151
20200612,-250.0,-0.17712728672677408
20200615,-187.4,-3.4386764299451253
20200616,125.0,1.3994075600523244
20200617,-415.0,0.8592818705817391
20200619,-310.0,0.27588592976677395
20200622,-385.0,-9.061847401118488
20200624,-290.0,-12.68301994600183
20200625,-445.0,80.2508049741496
20200626,-357.0,-53.02433472700232
20200629,-392.0,-1.0087283090991785
20200630,-367.0,-141.5298459953319
20200703,-85.0,-127.96759250699102
20200706,-70.0,-128.37635502732783
20200707,-120.0,-1.0635226177507293
20200708,-105.0,-0.8359007524772404
20200709,-120.0,-64.94534900066259
20200710,-210.0,-135.86197423464293
20200713,-220.0,-15.489440430791106
20200714,-225.0,-125.76778486105876
20200715,-265.0,-141.45898648737264
20200716,-325.0,-0.101100703628074
20200717,-265.0,-0.40610676562924963
20200720,-230.0,-2.055310670489501
20200721,188.0,-0.21292919698602358
20200722,208.0,-0.017076650479235567
20200727,-83.0,-0.56915489403484
20200728,110.0,-171.65125679336563
20200729,22.0,-123.26290316222446
20200730,62.0,-21.808706343244637
20200731,-83.0,7.0103467893806055
20200803,60.0,-147.00368778834536
20200805,115.0,-143.12353813856367
20200811,230.0,-151.9274921314472
20200812,105.0,0.6380488274258922
20200813,-130.0,-0.22021063522307066
20200814,-100.0,-0.2364688764433303
20200817,-135.0,-1.8110890127551338
20200818,-145.0,-0.07762532707955516
20200819,-120.0,-0.8409505920365699
20200820,-110.0,-0.7880391993064946
20200821,-80.0,0.162447434113393
20200824,-130.0,-2.0586874118972696
20200825,-190.0,-0.164216927940972
20200826,-95.0,0.014123116131275537
20200827,-130.0,0.012694024045779517
20200828,-235.0,-112.55848408564698
20200831,-260.0,-5.511624080395051
20200901,-270.0,2.843014384017423
20200903,20.0,-71.45951753433351
20200904,-330.0,0.01704544734026875
20200907,-280.0,1.3931111794040456
20200908,-270.0,-89.82666396143543
20200909,-260.0,35.19644653830088
