Date,pred,proba,label_50
20170104,0,0.40959364225452555,0
20170110,0,0.4573927342038372,0
20170111,0,0.48615565022534885,0
20170112,0,0.3164675920575506,0
20170113,1,0.5600739963054485,0
20170116,1,0.5853386454921701,0
20170117,1,0.5450300242870544,0
20170118,1,0.5596153947208274,0
20170120,0,0.32906835653942335,0
20170123,0,0.42056312918906197,1
20170124,0,0.40547712948968967,1
20170125,1,0.8096896167192335,0
20170126,1,0.8733698296977425,0
20170127,0,0.37379525754528314,1
20170131,0,0.2984174720113931,0
20170203,1,0.6541690521154132,0
20170207,1,0.5611455709833781,1
20170208,1,0.5806802586798099,1
20170209,1,0.5609002737210655,1
20170210,1,0.6610748798511844,0
20170214,1,0.7065763212783712,0
20170215,1,0.7482048761852861,0
20170216,1,0.6828326841770541,0
20170217,0,0.2895823486417169,0
20170220,0,0.48676992495135063,0
20170221,1,0.6819203222271704,0
20170222,0,0.36709024440460436,0
20170223,0,0.42572349117813096,0
20170224,1,0.7442934432868634,0
20170227,1,0.69408570043467,0
20170228,0,0.30487891376064796,0
20170301,0,0.47446547883404816,0
20170302,1,0.8391851946905288,0
20170303,1,0.6223454988145611,0
20170306,0,0.22477922110643567,0
20170307,1,0.6915591849324867,0
20170308,1,0.6051589663356943,0
20170310,1,0.5971289754353969,0
20170313,0,0.4071684638122102,1
20170315,0,0.49782005747479974,0
20170316,0,0.4824007794879049,1
20170317,1,0.6318900680654781,0
20170321,0,0.26906440972752055,0
20170322,1,0.7894378579777087,0
20170323,1,0.6322545098697516,0
20170324,0,0.26021332052106766,0
20170327,0,0.42364186641073587,0
20170328,0,0.10863872834367876,0
20170329,1,0.7027521905153711,1
20170330,0,0.3735043671885957,1
20170403,0,0.4568035831097117,0
20170404,1,0.5636726862722978,0
20170406,1,0.6859064544814014,0
20170407,1,0.549699338960004,0
20170412,1,0.58838111689061,0
20170413,1,0.5724699063530166,0
20170414,1,0.7020502494822668,0
20170417,0,0.4768346911149504,1
20170418,0,0.42862122178038503,1
20170419,1,0.6403787949524761,0
20170420,1,0.5812556454755229,1
20170421,0,0.4037147219101886,0
20170424,0,0.35172452509982355,1
20170425,1,0.6806097324152808,1
20170426,1,0.5080264950823513,1
20170427,0,0.4376886658573714,1
20170428,1,0.6906968443773366,1
20170502,0,0.2906900001066303,1
20170509,1,0.5882168843792668,0
20170510,1,0.6918104738053537,0
20170511,1,0.6121432740011001,1
20170512,1,0.6585053687155332,0
20170515,1,0.7996316797230949,0
20170516,0,0.38392900090134274,0
20170517,0,0.17861454081053033,0
20170518,0,0.14875451946593451,0
20170519,0,0.4791407065506301,0
20170522,1,0.5062309903091744,0
20170523,0,0.27918279932082873,0
20170524,0,0.2900377750481728,0
20170525,0,0.33985224710902895,1
20170526,0,0.035014377729243186,1
20170529,0,0.31816923103105565,0
20170530,0,0.20492906470186253,1
20170601,1,0.8722441478131522,0
20170602,0,0.3620191845803501,0
20170606,0,0.3723575020908827,0
20170607,1,0.6858364143073148,0
20170608,1,0.6169380909195796,0
20170609,0,0.4475199429853332,0
20170613,1,0.559321454922789,0
20170614,0,0.3770644792941493,0
20170615,1,0.513947442062109,0
20170616,0,0.465911106619978,0
20170619,0,0.4393804477629382,0
20170620,0,0.4891541415715739,0
20170621,0,0.2834093610412584,0
20170622,0,0.2280414238381456,0
20170623,0,0.35257788356841724,0
20170626,1,0.9446365926508857,0
20170627,0,0.28840609212759216,0
20170628,0,0.29029800729863037,0
20170629,1,0.5833388170554973,1
20170630,0,0.028846187481243433,0
20170703,1,0.9588503411536368,0
20170704,0,0.29080313773260463,0
20170705,0,0.42143449220253587,0
20170707,1,0.8787225526491141,0
20170710,1,0.6203773806751356,0
20170711,1,0.6022054004566463,0
20170712,1,0.6708450010629728,0
20170713,1,0.6081288082384813,0
20170714,1,0.5899222859415049,0
20170719,1,0.6016130643804339,0
20170720,0,0.47847836204833927,0
20170721,1,0.5398706334008788,0
20170724,1,0.7352816366661413,0
20170725,1,0.5060842660888617,0
20170726,1,0.5909140933711222,0
20170727,1,0.8098989196699882,0
20170728,0,0.4931250672200491,0
20170731,1,0.8372118857299495,0
20170801,1,0.6637920780825539,0
20170802,1,0.5571720645644507,0
20170804,1,0.644543763371687,0
20170807,1,0.5506995258846015,1
20170808,1,0.6554529612577463,1
20170809,1,0.6098122525426333,1
20170810,0,0.28350193773723975,0
20170814,1,0.9034358258291482,0
20170815,0,0.48645726730573047,0
20170816,1,0.914258528022609,0
20170817,1,0.7510913409990976,0
20170818,1,0.774498478589651,0
20170821,1,0.7685496998297072,0
20170822,1,0.5489333304117978,0
20170823,1,0.5219126317111779,0
20170824,1,0.8400438785306877,0
20170825,0,0.47117345800013377,0
20170828,1,0.5479051325876964,0
20170829,1,0.5535381899677091,0
20170830,1,0.5186969148949769,0
20170831,1,0.522874748864308,0
20170904,1,0.8216572217066007,0
20170905,0,0.48750816966934774,0
20170906,0,0.4044203739521747,0
20170907,1,0.5675012177545236,0
20170908,1,0.5488484600924666,0
20170912,1,0.5714362135573461,1
20170913,0,0.4266278959378111,1
20170914,0,0.44717962784367227,1
20170915,0,0.1795103104729478,1
20170919,0,0.04694585235980319,0
20170920,1,0.5278407343708614,0
20170921,0,0.4463491640910237,0
20170922,1,0.5130900930766147,0
20170925,1,0.5058809757964207,0
20170927,0,0.31124102467569387,1
20170928,0,0.43741511131106636,0
20170929,0,0.41053210112530514,1
20171002,1,0.7169244640692347,1
20171003,0,0.11834252805366995,1
20171004,1,0.6509400974493668,0
20171005,1,0.6543457569025913,1
20171006,1,0.7062210237061378,1
20171011,1,0.6474804489388389,1
20171012,1,0.5190967835929602,1
20171013,1,0.5180854353475629,1
20171016,1,0.573320687275381,0
20171017,1,0.7000869309032096,0
20171018,1,0.5439858451739042,1
20171019,1,0.6207853593490539,0
20171020,1,0.6191557006732932,1
20171023,1,0.8072549017723274,0
20171024,1,0.7598429412166942,1
20171025,1,0.5972081196019817,1
20171026,1,0.5795386325338865,1
20171027,1,0.5521337429652236,1
20171030,1,0.638601234774788,1
20171031,1,0.670307113117524,1
20171101,0,0.44848381706345114,1
20171102,1,0.6161055678103893,0
20171106,0,0.4485845988345777,0
20171107,0,0.0003222461435711155,0
20171108,1,0.5263441029275094,0
20171109,1,0.6494852253732472,1
20171110,1,0.5137266008292813,0
20171114,1,0.5736516073727032,0
20171115,1,0.5437964441590256,0
20171116,1,0.643633510660713,1
20171117,1,0.5325890815380079,0
20171120,1,0.7576066114591743,0
20171121,1,0.6187761485576292,0
20171122,1,0.571981071010531,0
20171124,0,0.11639252385918172,0
20171127,0,0.4903255694601186,0
20171128,1,0.5607337637203568,0
20171201,0,0.4529019303317555,0
20171204,0,0.4496445893639329,0
20171205,1,0.7289692387014689,0
20171206,1,0.6344082681740687,0
20171207,1,0.5744024915780869,0
20171208,1,0.5940635196070623,0
20171212,1,0.6076079072611855,0
20171213,1,0.568135393121615,0
20171214,1,0.5144726613877473,0
20171215,1,0.6689845172154907,0
20171218,1,0.5518507294539137,0
20171219,0,0.43222206161376603,0
20171220,1,0.5885849721511228,0
20171221,1,0.584168844961015,0
20171222,0,0.4994352614408726,1
