date,pred,ploba,label
20151214,0,0.47753890604463417,0
20151215,0,0.4914019241055028,0
20151216,0,0.3915434192975573,0
20151217,0,0.40183961000826984,0
20151218,1,0.5238671328429362,0
20151221,0,0.4903225806451612,0
20151222,0,0.44803135467062916,0
20151224,1,0.6695445199788569,0
20151225,1,0.6843843501220087,0
20151228,1,0.6443220401784349,1
20151229,0,0.4156078659235075,1
20151230,1,0.5037325893636176,1
20160104,1,0.5107514711120689,1
20160105,1,0.6035586623721692,1
20160106,1,0.6480804542991749,1
20160107,1,0.5654221138494914,1
20160108,1,0.565046946929328,1
20160112,1,0.536906296209841,1
20160113,0,0.4953502325626965,1
20160114,0,0.3931519966680737,1
20160115,0,0.43663276749217983,1
20160118,0,0.45509790440068004,1
20160119,1,0.5545371598555124,1
20160120,1,0.5195556142012125,1
20160121,0,0.4523109435018437,0
20160122,0,0.4660097390997777,0
20160125,0,0.3837269247538268,0
20160126,0,0.39226444064822424,0
20160127,0,0.34236530683040295,0
20160128,0,0.36889801042390624,0
20160129,0,0.31494465192817767,1
20160201,0,0.3535309006828487,1
20160202,0,0.4224484991238633,1
20160203,0,0.4930142852816425,1
20160204,1,0.5100565110753293,1
20160205,0,0.39999786260725295,1
20160208,0,0.3699932183424641,1
20160209,0,0.4148909837866698,1
20160210,0,0.3109392140186198,1
20160212,0,0.43757688043183623,0
20160215,0,0.44980038272556505,0
20160216,0,0.4261427409507655,0
20160217,0,0.4048844401405373,0
20160218,0,0.31542303976061103,0
20160219,0,0.3867000145375432,0
20160222,0,0.37708331630324865,0
20160223,0,0.3739983358218707,0
20160224,0,0.43932743003079994,0
20160225,0,0.35938279197410944,0
20160226,0,0.34839221922372765,0
20160229,0,0.38472728558375435,0
20160301,0,0.34443201952383945,0
20160302,0,0.438158175945937,0
20160303,0,0.3902267501659955,0
20160304,0,0.42958991122596807,0
20160307,0,0.39027777609709274,1
20160308,1,0.5041006317438835,0
20160309,0,0.29430828991761787,0
20160310,0,0.30298431539505855,0
20160311,0,0.36155621163668084,0
20160314,0,0.3390096895534996,0
20160315,0,0.3341386082156792,0
20160316,0,0.4437139862062003,0
20160317,0,0.38759162900340205,0
