date,pred,ploba,label
20141211,0,0.49333596508055344,0
20141212,1,0.6725078210834669,0
20141215,1,0.6802623995850812,0
20141216,1,0.7134254476829559,0
20141217,1,0.5091439256699063,0
20141218,0,0.48321362122499656,0
20141219,1,0.5851608128001968,0
20141222,0,0.4336120023644558,0
20141224,0,0.42571343774902226,0
20141225,1,0.5771078796731423,0
20141226,1,0.5154168282457865,0
20141229,1,0.5680465922356908,0
20141230,0,0.4525966899895586,0
20150105,1,0.5512674166793522,0
20150106,0,0.39947772868100034,0
20150107,1,0.6031306430442797,0
20150108,1,0.6357727610603777,0
20150109,1,0.6148052394729979,0
20150113,1,0.5525078536714411,0
20150114,1,0.600033552734962,0
20150115,1,0.8020786007977211,0
20150116,1,0.5611168588960382,0
20150119,0,0.4402287640969807,0
20150120,1,0.6556421005486284,0
20150121,1,0.5460146923599877,0
20150122,1,0.5053464060539331,0
20150123,0,0.47917871462725703,0
20150126,0,0.47759109027047475,0
20150127,1,0.6021208931311799,0
20150128,1,0.506351125771213,0
20150129,1,0.5390360290198393,0
20150130,0,0.44131948030368867,0
20150202,0,0.4712940247160743,0
20150203,0,0.420004349712045,0
20150204,1,0.513031878595184,0
20150205,1,0.53474889630029,0
20150206,0,0.4445042742487461,0
20150209,0,0.4349384081928344,0
20150210,0,0.36323704278995295,0
20150212,0,0.4124129854521712,0
20150213,1,0.5185504341857006,0
20150216,0,0.46149415299370855,0
20150217,1,0.6015649268343021,0
20150218,1,0.5293108377454558,0
20150219,1,0.5235252794596419,0
20150220,0,0.4515878283847342,0
20150223,0,0.46232601425519254,0
20150224,1,0.541227048313946,0
20150225,1,0.6562954901580538,0
20150226,0,0.4052724855907129,0
20150227,1,0.6264054536334183,0
20150302,1,0.5494925988432694,0
20150303,1,0.5385571302356492,0
20150304,0,0.45321458299022316,0
20150305,0,0.4155791224114567,0
20150306,1,0.7063685457872109,0
20150309,1,0.5069222773069741,0
20150310,1,0.5783771990196576,0
20150311,1,0.5000443654337164,0
20150312,0,0.4961267692165705,0
20150313,1,0.5570061736954954,0
20150316,0,0.4948619416205155,0
20150317,0,0.4148709011405918,0
20150318,0,0.2967099718803397,0
20150319,0,0.4392938380229853,0
20150320,1,0.5523146945565035,1
20150323,0,0.49447381020221204,0
20150324,0,0.44151932660417187,0
20150325,0,0.46489863850343066,1
20150326,0,0.29602922740004384,0
20150327,0,0.18966325374863277,0
20150330,0,0.402996342003336,0
20150331,0,0.1824744557966754,0
20150401,0,0.17880141938254981,0
20150402,0,0.2867096551064888,0
20150403,0,0.3054873850644547,0
20150406,0,0.4626629259228557,0
20150407,0,0.3780065701501801,0
20150408,0,0.41324278710281853,0
20150409,0,0.3480960765122048,0
20150410,0,0.3319217310424246,0
20150413,1,0.5497284339996672,0
20150414,1,0.5331962408842414,0
20150415,1,0.6733727883882092,0
20150416,0,0.32542510359392907,0
20150417,0,0.43639849763792127,0
20150420,0,0.38184416491816714,0
20150421,1,0.5503316026319158,0
20150422,0,0.4511466563124597,0
20150423,0,0.4091349914100851,0
20150424,0,0.2017502270670212,0
20150427,0,0.2969299452916881,0
20150428,0,0.45083315175321537,0
20150430,0,0.3724366556018174,0
20150501,0,0.47645382364401195,0
20150507,1,0.5042237669854439,0
20150508,0,0.4536010819029798,0
20150511,0,0.3298017945568395,0
20150512,1,0.5798383183427208,0
20150513,1,0.551391845181634,0
20150514,1,0.5587436734145498,0
20150515,0,0.33854047730443887,0
20150518,0,0.3611554556086375,0
20150519,1,0.5455076016419071,0
20150520,1,0.5123343199495914,0
20150521,1,0.5063610313749718,0
20150522,0,0.31312162451248515,0
20150525,0,0.439830738737197,0
20150526,1,0.6464068341817564,0
20150527,1,0.6970953171062209,0
20150528,0,0.3152984928141127,0
20150529,0,0.2264651015286542,0
20150601,0,0.4273050884630844,0
20150602,1,0.6872864510564997,0
20150603,0,0.4281555847111221,0
20150604,0,0.22397387112219505,0
20150605,0,0.49239439269112256,0
20150608,0,0.4709576748014553,0
20150609,1,0.6366115369418905,0
20150610,1,0.6672035505697179,0
20150611,0,0.46436804278436045,0
20150612,0,0.4602192148178781,0
20150615,1,0.5132211286258185,0
20150616,1,0.6701067862980511,0
20150617,1,0.5620433630080315,0
20150618,0,0.38405551464467386,0
20150619,1,0.7690081090577922,0
20150622,0,0.4532201978342462,1
20150623,1,0.5492648551498791,1
20150624,1,0.5263173342493296,1
20150625,0,0.37913415594959016,1
20150626,0,0.18517621852127933,1
20150629,0,0.31064825416771646,0
20150630,1,0.6375340682727688,0
20150701,1,0.6502399796602369,1
20150702,0,0.3278457308268119,1
20150703,1,0.5759574467568547,1
20150706,0,0.38306887906289555,1
20150707,0,0.4336555932074202,1
20150708,0,0.49814815661564554,0
20150709,0,0.45266808466033503,0
20150710,1,0.5004185024687885,0
20150713,1,0.5085701357474619,0
20150714,0,0.44782979921430516,0
20150715,1,0.5275037229036956,0
20150716,0,0.2828799799219756,0
20150717,0,0.4119175703984689,0
20150721,0,0.47939023546394277,1
20150722,1,0.533520759337324,0
20150723,0,0.49098363456425054,0
20150724,1,0.6262341023913582,0
20150727,1,0.550953071844291,0
20150728,1,0.5478409654902495,0
20150729,1,0.522415943179518,0
20150730,0,0.4413133858352316,0
20150731,0,0.45734944252269366,0
20150803,0,0.41330858547827215,0
20150804,1,0.5246390238776921,0
20150805,1,0.5909244928181304,0
20150806,1,0.5580899629220257,0
20150807,0,0.4653984298313435,0
20150810,1,0.5220001713499329,0
20150811,1,0.5548573485875292,0
20150812,0,0.45154281143819974,0
20150813,0,0.408061446482258,0
20150814,1,0.5539889412258738,1
20150817,0,0.4421086180117172,1
20150818,1,0.5055981259717853,1
20150819,0,0.4301781979130318,1
20150820,1,0.5434825369881788,1
20150821,0,0.45612516809374315,1
20150824,0,0.4538254152267826,1
20150825,0,0.4567619577946882,0
20150826,1,0.5352575570901432,0
20150827,0,0.464547212963426,0
20150828,1,0.5318394609511419,1
20150831,1,0.5060602145241496,1
20150901,0,0.41265313754759936,0
20150902,0,0.41863484893615105,0
20150903,0,0.4632906038870674,1
20150904,0,0.43424042645717525,0
20150907,1,0.5104750925764184,0
20150908,0,0.47133986061084504,0
20150909,1,0.7026492012513262,0
20150910,0,0.4321416247059012,0
20150911,0,0.4765330454913031,0
20150914,0,0.3889772317259292,0
20150915,1,0.5372659750848303,0
20150916,1,0.5876719517058691,0
20150917,0,0.439047130596244,1
20150918,1,0.5548621621809039,1
20150924,0,0.1784236298836226,1
20150925,0,0.4767567009366288,1
20150928,0,0.4718064335700589,1
20150929,1,0.614374970508308,0
20150930,1,0.5951485635383695,0
20151001,0,0.4468643625737222,0
20151002,1,0.5035852772440979,0
20151005,1,0.5013457244381239,0
20151006,0,0.44455853853441407,0
20151007,1,0.5252171302877112,0
20151008,0,0.45429344620049433,0
20151009,0,0.39176496412749634,0
20151013,0,0.4557226581154092,0
20151014,0,0.3988413721351237,0
20151015,1,0.545438576576623,0
20151016,0,0.4457810333816232,0
20151019,1,0.6008277952332325,0
20151020,1,0.5300778657422487,0
20151021,1,0.5306672073802668,1
20151022,0,0.3662607014409676,0
20151023,1,0.6005348710128077,0
20151026,0,0.3721987851272836,0
20151027,1,0.5188220127738794,0
20151028,0,0.44311919649590414,0
20151029,0,0.3972622349664251,0
20151030,1,0.600015431800083,0
20151102,0,0.3462024748209711,0
20151104,0,0.2712426459219603,0
20151105,1,0.6201281704371661,0
20151106,1,0.7314979076633988,0
20151109,0,0.49150903802241974,0
20151110,1,0.597866746036341,0
20151111,1,0.6990739263717434,0
20151112,0,0.46983557964539713,1
20151113,0,0.4098123862832842,0
20151116,1,0.5117074441683195,0
20151117,0,0.47786318432534575,0
20151118,0,0.48892386239837904,0
20151119,1,0.601042862338105,0
20151120,0,0.4489902352367742,0
20151124,0,0.4201305984356486,0
20151125,1,0.5232347974112425,0
20151126,1,0.5624591820531392,0
20151127,0,0.3894642067394857,0
20151130,1,0.6202694011506766,0
20151201,1,0.519880208146647,0
20151202,0,0.40004692098052097,0
20151203,1,0.6780079889783919,0
20151204,1,0.5505695573009424,0
20151207,0,0.42418983319676234,1
20151208,1,0.5950540300383771,1
20151209,1,0.5559582551294928,1
20151210,1,0.5945713241771614,1
20151211,1,0.5245620224890309,1
20151214,1,0.5305868024907746,0
20151215,1,0.6248705296198072,0
20151216,1,0.6122035358825716,0
20151217,1,0.5446292019925196,0
20151218,1,0.5574600485708141,0
20151221,0,0.38665788764150255,0
20151222,0,0.4003358396866835,0
20151224,0,0.4243075222197485,0
20151225,1,0.6400171462767169,0
20151228,1,0.5631613609590004,1
20151229,0,0.38795127995891365,1
20151230,0,0.42886676591424033,1
20160104,0,0.4278667439086265,1
20160105,1,0.5017748572479651,1
20160106,1,0.5253399812962312,1
20160107,1,0.6730387188298247,1
20160108,1,0.5036710838919,1
20160112,1,0.510845020739889,1
20160113,1,0.5049181937970124,1
20160114,1,0.5876170129812387,1
20160115,1,0.5682016370673352,1
20160118,1,0.575831852640126,1
20160119,1,0.5595901577689328,1
20160120,0,0.4940022524216393,1
20160121,0,0.4227748131799383,0
20160122,1,0.5406283409809352,0
20160125,0,0.4128971778757062,0
20160126,0,0.49771877673671916,0
20160127,0,0.42487672717345215,0
20160128,1,0.51332720237279,0
20160129,0,0.4857446642384022,1
20160201,0,0.4207486669179725,1
20160202,0,0.41219360068098837,1
20160203,0,0.42676439894937357,1
20160204,0,0.40328162210494506,1
20160205,0,0.399494009495054,1
20160208,1,0.5112984924474158,1
20160209,0,0.46049903917537716,1
20160210,1,0.5051310115424058,1
20160212,0,0.4995459952428697,0
20160215,1,0.5784242104921457,0
20160216,0,0.49272026971028604,0
20160217,1,0.5780080624656758,0
20160218,0,0.39372852356366683,0
20160219,0,0.4475330261907715,0
20160222,0,0.4324976113271015,0
20160223,0,0.41491439916577666,0
20160224,0,0.249124385591173,0
20160225,0,0.4313185191376777,0
20160226,0,0.4416946909749762,0
20160229,0,0.32148027423832815,0
20160301,0,0.30422291318978256,0
20160302,0,0.32402562190076023,0
20160303,0,0.36725471974102214,0
20160304,0,0.4953867753802567,0
20160307,0,0.30447195585623404,1
20160308,0,0.35898984465229195,0
20160309,1,0.6911600701025361,0
20160310,1,0.5101316003658971,0
20160311,0,0.4006065546045236,0
20160314,0,0.41569402681479456,0
20160315,0,0.17516881829387604,0
20160316,0,0.19717930609556875,0
20160317,0,0.19674074143101047,0
20160318,0,0.4312526195379794,0
20160322,0,0.3052005320144065,0
20160323,0,0.2864312429068886,0
20160324,0,0.35303511097087154,0
20160325,0,0.2661233949361517,1
20160328,0,0.3872453894622481,0
20160329,0,0.28589770561458727,1
20160330,0,0.4125553479380533,1
20160331,0,0.4382157666291691,1
20160401,0,0.3511763221328691,0
20160404,0,0.3370788359946549,0
20160405,0,0.385096100277818,0
20160406,1,0.6051583447674953,0
20160407,1,0.5250205809616554,0
20160408,1,0.5149802698739778,0
20160411,1,0.5812379821658209,1
20160412,1,0.5295569203268439,1
20160413,0,0.47661308190813767,1
20160414,0,0.43246019821156967,1
20160415,1,0.5020086868166675,1
20160418,0,0.3149036704977209,0
20160419,0,0.49349466285290067,0
20160420,0,0.3760917603163196,0
20160421,0,0.45826902145357923,0
20160422,0,0.38565998445151406,0
20160425,0,0.36332249807275385,0
20160426,1,0.5727842972767649,0
20160427,0,0.4274256208970919,0
20160428,1,0.6247156417095123,1
20160502,0,0.45449336927928846,0
20160506,0,0.441746076228212,0
20160509,1,0.7031293269376522,0
20160510,0,0.4862497788134591,0
20160511,0,0.4839958460545727,0
20160512,0,0.3190250000660297,0
20160513,0,0.48918766394318325,0
20160516,0,0.35419697502856407,0
20160517,0,0.2086406947677559,0
20160518,0,0.49730298270312856,0
20160519,0,0.4234085784346696,0
20160520,0,0.47346902683792624,0
20160523,0,0.4508462145074529,0
20160524,0,0.27346021596290154,0
20160525,0,0.4065427607893797,0
20160526,0,0.3462820377937206,0
20160527,0,0.456715646203673,0
20160530,0,0.1749879541512487,0
20160531,0,0.47922595254188466,0
20160601,0,0.45375877795362207,0
20160602,0,0.35545899039263656,0
20160603,0,0.2894131597784669,0
20160606,0,0.35209553269429866,1
20160607,1,0.5075063529160838,1
20160608,0,0.4439856321202952,1
20160609,0,0.40565062254025774,1
20160610,0,0.27817077001236445,1
20160613,0,0.3862456586971168,0
20160614,0,0.393827173589995,0
20160615,0,0.3515803267730633,0
20160616,1,0.5034133958294327,0
20160617,1,0.520879139329826,1
20160620,1,0.5325197077456509,1
20160621,0,0.3795210609263349,1
20160622,0,0.38825443192485876,1
20160623,0,0.32993385714073203,1
20160624,0,0.32024398932307724,0
20160627,1,0.5415844186857225,0
20160628,0,0.4183223406304086,0
20160629,1,0.5659273393421097,0
20160630,0,0.41343740617265307,0
20160701,0,0.45672988767890266,0
20160704,0,0.3806539200459257,1
20160705,1,0.5048829596815998,0
20160706,0,0.3545638943090095,0
20160707,0,0.44818834097974036,0
20160708,1,0.5229321632374182,0
20160711,1,0.5150969933816685,0
20160712,0,0.3799409351904747,0
20160713,0,0.32365794427495914,0
20160714,0,0.3906482763846497,0
20160715,1,0.5525743472388873,0
20160719,0,0.48618994429909324,0
20160720,0,0.3929909824470215,0
20160721,0,0.34515271655811136,0
20160722,0,0.3122034809742951,0
20160725,0,0.30685457936998095,0
20160726,0,0.4769219786675243,0
20160727,0,0.38048521247641326,0
20160728,0,0.24877110307797506,0
20160729,1,0.5630479787511473,0
20160801,0,0.49038099914342176,0
20160802,0,0.39884984683083646,0
20160803,1,0.6486568608207381,0
20160804,1,0.6973456078692563,0
20160805,0,0.4554640911880137,0
20160808,0,0.4419956247539239,0
20160809,1,0.5147632563248777,0
20160810,0,0.455349069231598,0
20160812,0,0.4942218726408769,0
20160815,0,0.40419818739235897,0
20160816,0,0.39555460544921117,0
20160817,0,0.4676141577303175,0
20160818,0,0.4757687758344659,0
20160819,0,0.38897150607204894,0
20160822,0,0.4331871561761267,0
20160823,0,0.39227999519560497,0
20160824,0,0.36333280760552805,0
20160825,0,0.32969874936752075,0
20160826,0,0.431294226135539,0
20160829,0,0.32640553008972634,0
