Date,pred,proba,label
20170104,1,0.901849008444,0
20170110,0,0.33446598582595155,0
20170111,1,0.7881483496573132,1
20170112,1,0.628970744081312,0
20170113,0,0.25425237707177606,0
20170116,1,0.6954174230321667,1
20170117,1,0.6328236259303246,0
20170118,1,0.7750155002780231,1
20170120,1,0.5657126003824783,0
20170123,1,0.5650994085023264,1
20170124,1,0.5265247039102455,1
20170125,1,0.5638955005327986,0
20170126,1,0.6002484028204377,0
20170127,1,0.649694398484645,1
20170131,0,0.43339786462742347,0
20170203,1,0.7189901262466689,0
20170207,0,0.3859328676410989,1
20170208,1,0.5094622931276548,1
20170209,1,0.565620347482867,1
20170210,0,0.45390853850422425,0
20170213,0,0.36716076804543984,0
20170214,0,0.40657840026781933,0
20170215,1,0.5064083218147746,0
20170216,1,0.5881646126108023,0
20170217,0,0.4979884755274573,0
20170220,1,0.6408055567052254,0
20170221,0,0.3875853740092442,0
20170222,0,0.30851950149933904,0
20170223,1,0.7348816303144152,0
20170224,1,0.7697612103689467,0
20170227,0,0.378536550531053,0
20170228,0,0.48695002222493133,0
20170301,1,0.5441934278611728,0
20170302,0,0.3577643739463564,0
20170303,0,0.3566003666719983,0
20170306,1,0.6644509025821997,0
20170307,0,0.34695901333675144,0
20170308,0,0.4448779853052191,0
20170310,0,0.4257620388268008,0
20170313,0,0.3225808217022246,1
20170315,0,0.43086686622456527,0
20170316,0,0.370151267700657,1
20170317,0,0.3815793444839276,1
20170321,1,0.6555789530810999,0
20170322,1,0.5062777765823748,0
20170323,1,0.5838812889415199,0
20170324,1,0.5209682261922267,0
20170327,0,0.34088477674380796,0
20170328,1,0.7827243438453024,0
20170329,0,0.45654906802817846,1
20170330,0,0.3512497378464683,1
20170403,1,0.6247697199092362,0
20170404,1,0.6329613408945275,0
20170406,1,0.86305137198139,0
20170407,1,0.570136499249485,1
20170410,1,0.5431443905450996,1
20170412,1,0.8954538360244924,0
20170413,1,0.5209222974013821,0
20170414,1,0.763073135054536,0
20170417,0,0.06013037470141446,1
20170418,1,0.5012574059721323,1
20170419,1,0.5295711502652645,1
20170420,1,0.5473393994101026,1
20170421,1,0.6995060878404208,0
20170424,0,0.15163419474821999,1
20170425,1,0.5690022947936261,1
20170426,1,0.5329721151158013,1
20170427,1,0.6368551808894259,1
20170428,1,0.5606347761487064,1
20170502,1,0.5186686090494274,1
20170508,1,0.9975344113124223,0
20170509,1,0.555206390110254,0
20170510,1,0.5234958481624338,0
20170511,0,0.1666091304747349,1
20170512,0,0.22542662875938332,0
20170515,0,0.3472189907187761,0
20170516,0,0.11734799727949037,0
20170517,0,0.13775800945376707,0
20170518,1,0.7061588007476848,0
20170519,1,0.8987568708295598,0
20170522,0,0.3848208765967218,0
20170523,0,0.37190748728612866,0
20170524,0,0.4412918222019526,0
20170525,0,0.38490962293850134,1
20170526,0,0.3093529594099236,1
20170529,1,0.6794224167948731,0
20170530,0,0.21257054326735964,1
20170601,0,0.3305924304145655,0
20170602,0,0.3277827882997739,0
20170606,1,0.5345122626257713,0
20170607,0,0.49348481496582325,0
20170608,0,0.02053879367186029,0
20170609,1,0.5436760582709045,0
20170612,1,0.5333088657229452,0
20170613,1,0.5356362966792111,0
20170614,0,0.4642252667355909,0
20170615,1,0.6007003983756604,0
20170616,0,0.3689978289939844,0
20170619,0,0.4349654757885885,0
20170620,0,0.45977520415076895,0
20170621,1,0.5577133413093615,0
20170622,0,0.39593960297793657,0
20170623,1,0.6187178538721844,0
20170626,0,0.3375939676299014,0
20170627,0,0.3502515810536783,1
20170628,0,0.22837984463232852,0
20170629,0,0.43388138466273257,1
20170630,0,0.016076538466315637,0
20170703,1,0.5828479279289671,0
20170704,0,0.4860713535541913,0
20170705,0,0.3214381390211621,0
20170707,1,0.8692683019597482,0
20170710,0,0.41185614664457,0
20170711,0,0.47240679655542156,0
20170712,1,0.541821683220229,0
20170713,1,0.6271994361539507,0
20170714,1,0.6510619872815655,0
20170718,0,0.2810168786539111,0
20170719,1,0.5708243491758364,0
20170720,0,0.3654170438336901,0
20170721,0,0.3674274011987401,0
20170724,0,0.3566190554315141,0
20170725,1,0.766129515168907,0
20170726,0,0.018684890636623187,0
20170727,1,0.8589077652801822,0
20170728,1,0.733872464193145,0
20170731,1,0.5666068568392731,0
20170801,1,0.511104670931359,0
20170802,1,0.61010996083818,0
20170804,1,0.7018991359238909,0
20170807,1,0.8452903835568399,1
20170808,1,0.7181536577777294,1
20170809,1,0.5853256121096527,1
20170810,0,0.49365002592309387,0
20170814,0,0.15125237706020306,0
20170815,1,0.8445374634388895,0
20170816,1,0.5225388734817324,0
20170817,1,0.5245501710586932,0
20170818,1,0.5571307777353584,0
20170821,0,0.2758306543592694,0
20170822,1,0.6236795515268555,0
20170823,1,0.6375985876612392,0
20170824,0,0.4568226665629534,1
20170825,0,0.07669997599877858,0
20170828,0,0.3321284167230412,0
20170829,1,0.5485887987512797,0
20170830,0,0.21335455478784032,1
20170831,0,0.49232116699856804,1
20170904,0,0.349496012872485,0
20170905,1,0.5150659227076334,0
20170906,1,0.5504464838291426,0
20170907,0,0.29171059302394453,0
20170908,1,0.6192295701504488,1
20170911,0,0.08961605370284806,1
20170912,1,0.6183353813470751,1
20170913,0,0.48533410662333826,1
20170914,1,0.6675560999813589,1
20170915,1,0.6684596868024975,1
20170919,0,0.05598779838308105,0
20170920,1,0.5099637163356935,0
20170921,1,0.6172370952841676,0
20170922,1,0.5754095296951142,0
20170925,0,0.4497107949872876,0
20170927,1,0.5796035262708575,1
20170928,0,0.45649223359266256,1
20170929,0,0.2622671895329419,1
20171002,0,0.4246774321760791,1
20171003,0,0.16159865726451939,1
20171004,1,0.6928168639518615,0
20171005,1,0.6057853872659388,1
20171006,0,0.4604118741743472,1
20171011,1,0.6058803498523412,1
20171012,1,0.6878682444367911,1
20171013,0,0.4818641270969277,1
20171016,1,0.6970628085883093,1
20171017,1,0.6162127687370761,1
20171018,1,0.7690897020029789,1
20171019,1,0.8273769412598149,0
20171020,1,0.77404961497398,1
20171023,0,0.15926218297064368,0
20171024,1,0.5199242954084483,1
20171025,0,0.32307540073387603,1
20171026,1,0.6841537450460422,1
20171027,1,0.5891970099805046,1
20171030,1,0.5413666464799196,1
20171031,1,0.595511362920223,1
20171101,0,0.46246967389791005,1
20171102,1,0.592661052093366,0
20171106,1,0.6864100494456258,0
20171107,0,0.08890762673055311,1
20171108,0,0.09930798823829484,1
20171109,1,0.6187941091723125,1
20171110,0,0.15743910256497476,0
20171113,1,0.8775177888071294,1
20171114,1,0.6953806236347266,0
20171115,0,0.1308786274660549,0
20171116,1,0.6324460672296526,1
20171117,0,0.4001993614419256,0
20171120,0,0.31006977795586166,0
20171121,0,0.4811663229299392,0
20171122,1,0.5517301331860146,0
20171124,0,0.19328409721698178,0
20171127,1,0.585916549643383,0
20171128,1,0.6778195889424975,0
20171201,1,0.522031507575753,0
20171204,0,0.14134485355045417,0
20171205,1,0.6582527186106433,0
20171206,0,0.4622854150396403,0
20171207,1,0.9938968621876318,1
20171208,0,0.48901274590637345,0
20171211,0,0.23607248498639938,0
20171212,0,0.233421960517687,0
20171213,0,0.10361190907738461,0
20171214,0,0.4438779982790741,0
20171215,0,0.3952189684453074,0
20171218,1,0.7172643201067875,0
20171219,0,0.33585277245410433,0
20171220,0,0.4935776202002014,0
20171221,0,0.3508276081387327,0
20171222,0,0.09803823952679637,1
20171226,0,0.4829433134125481,1
20171227,0,0.4069914447378933,1
20180105,0,0.06584491573225312,0
20180109,0,0.16795326305589256,0
20180110,1,0.9513466142723189,0
20180111,0,0.10561822996603945,0
20180112,1,0.7842013580317289,0
20180115,0,0.07258256956745304,0
20180116,0,0.3996960292218517,0
20180117,0,0.4550215939923351,0
