Date,Invest,P/L,label,label_100,label_150,label_200,label_250
20201116,985,360,1,1,1,1,1
20201117,1020,-40,0,0,0,0,0
20201118,985,25,1,0,0,0,0
20201119,940,390,1,1,1,1,1
20201120,925,430,1,1,1,1,1
20201124,860,150,1,1,1,0,0
20201125,850,-220,0,0,0,0,0
20201126,825,100,1,1,0,0,0
20201127,760,-320,0,0,0,0,0
20201130,720,-219,0,0,0,0,0
20201201,665,-330,0,0,0,0,0
20201204,1165,-230,0,0,0,0,0
20201208,1085,-110,0,0,0,0,0
20201209,1025,-175,0,0,0,0,0
20201210,1020,-270,0,0,0,0,0
20201211,985,-260,0,0,0,0,0
20201214,955,-180,0,0,0,0,0
20201215,905,-175,0,0,0,0,0
20201216,860,-205,0,0,0,0,0
20201217,810,-210,0,0,0,0,0
20201218,760,-200,0,0,0,0,0
20201221,750,-10,0,0,0,0,0
20201222,785,322,1,1,1,1,1
20201223,750,163,1,1,1,0,0
20201224,685,228,1,1,1,1,0
20201225,585,223,1,1,1,1,0
20201230,1345,70,1,0,0,0,0
20210107,1240,213.77,1,1,1,1,0
20210108,1225,265,1,1,1,1,1
20210112,1195,155,1,1,1,0,0
20210113,1190,105,1,1,0,0,0
20210114,1190,-235,0,0,0,0,0
20210115,1170,85,1,0,0,0,0
20210118,1205,-45,0,0,0,0,0
20210119,1160,-290,0,0,0,0,0
20210120,1105,-105,0,0,0,0,0
20210121,1070,-65,0,0,0,0,0
20210122,955,50,1,0,0,0,0
20210125,895,110,1,1,0,0,0
20210126,860,145,1,1,0,0,0
20210127,865,135,1,1,0,0,0
20210128,1065,-195,0,0,0,0,0
20210201,985,-40,0,0,0,0,0
20210203,1325,210,1,1,1,1,0
20210204,1285,250,1,1,1,1,0
20210205,1265,280,1,1,1,1,1
20210208,1375,20,1,0,0,0,0
20210210,1250,225,1,1,1,1,0
20210212,1245,120,1,1,0,0,0
20210215,1235,130,1,1,0,0,0
20210216,1235,-310,0,0,0,0,0
20210217,1250,130,1,1,0,0,0
20210218,1140,130,1,1,0,0,0
20210219,1100,-160,0,0,0,0,0
20210222,1030,240,1,1,1,1,0
20210224,1030,-90,0,0,0,0,0
20210226,1110,-13,0,0,0,0,0
20210301,1015,-195,0,0,0,0,0
20210302,795,168,1,1,1,0,0
20210303,1535,275,1,1,1,1,1
20210304,1525,-265,0,0,0,0,0
20210305,1640,-275,0,0,0,0,0
20210309,1515,-150,0,0,0,0,0
20210310,1400,-80,0,0,0,0,0
20210311,1330,45,1,0,0,0,0
20210312,1255,10,1,0,0,0,0
20210315,1200,-30,0,0,0,0,0
20210316,1110,476,1,1,1,1,1
20210317,1070,406.95,1,1,1,1,1
20210318,1045,220,1,1,1,1,0
20210319,1030,182.95,1,1,1,0,0
20210322,1045,375,1,1,1,1,1
20210323,970,225,1,1,1,1,0
20210324,1020,-20,0,0,0,0,0
20210325,995,35,1,0,0,0,0
20210326,885,-47,0,0,0,0,0
20210329,800,-125,0,0,0,0,0
20210330,775,77,1,0,0,0,0
20210401,1390,105,1,1,0,0,0
20210402,1375,-40,0,0,0,0,0
20210406,1340,-71.78,0,0,0,0,0
20210407,1280,-320,0,0,0,0,0
20210408,1250,-270,0,0,0,0,0
20210409,1130,-190,0,0,0,0,0
20210412,1075,50,1,0,0,0,0
20210413,1020,325,1,1,1,1,1
20210414,1000,425,1,1,1,1,1
20210415,970,375,1,1,1,1,1
20210416,960,465,1,1,1,1,1
20210419,950,475,1,1,1,1,1
20210420,1005,110,1,1,0,0,0
20210421,1050,-106.78,0,0,0,0,0
20210422,970,-220,0,0,0,0,0
20210423,935,-380,0,0,0,0,0
20210426,865,-291,0,0,0,0,0
20210427,830,-350,0,0,0,0,0
20210428,795,-360,0,0,0,0,0
20210430,1330,530,1,1,1,1,1
20210506,1220,540,1,1,1,1,1
20210510,1080,575,1,1,1,1,1
20210511,1165,75,1,0,0,0,0
20210512,1240,330,1,1,1,1,1
20210513,1490,-235,0,0,0,0,0
20210514,1355,-40,0,0,0,0,0
20210517,1250,-230,0,0,0,0,0
20210518,1285,-110,0,0,0,0,0
20210519,1380,-425,0,0,0,0,0
20210520,1235,-60,0,0,0,0,0
20210521,1195,-105,0,0,0,0,0
20210524,1100,-10,0,0,0,0,0
20210525,960,-155,0,0,0,0,0
20210526,900,40,1,0,0,0,0
20210527,815,-130,0,0,0,0,0
20210528,745,-215,0,0,0,0,0
20210531,710,-300,0,0,0,0,0
20210601,690,-385,0,0,0,0,0
20210602,1320,-225,0,0,0,0,0
20210607,1235,-325,0,0,0,0,0
20210608,1190,-290,0,0,0,0,0
20210609,1145,-195,0,0,0,0,0
20210610,1075,84.87,1,0,0,0,0
20210611,1030,355,1,1,1,1,1
20210614,880,285,1,1,1,1,1
20210615,855,639,1,1,1,1,1
20210616,875,619,1,1,1,1,1
20210617,940,225,1,1,1,1,0
20210618,820,345,1,1,1,1,1
20210621,1015,-150,0,0,0,0,0
20210622,925,-60,0,0,0,0,0
20210623,805,-315,0,0,0,0,0
20210624,750,-285,0,0,0,0,0
20210625,660,-80,0,0,0,0,0
20210628,605,-61,0,0,0,0,0
20210629,525,158,1,1,1,0,0
20210701,1120,108.15,1,1,0,0,0
20210702,1130,290,1,1,1,1,1
20210705,1090,330,1,1,1,1,1
20210707,1140,130,1,1,0,0,0
20210709,1290,80,1,0,0,0,0
20210712,1100,20,1,0,0,0,0
20210713,960,175,1,1,1,0,0
20210714,980,315,1,1,1,1,1
20210715,995,65,1,0,0,0,0
20210716,1070,80,1,0,0,0,0
20210719,1135,-305,0,0,0,0,0
20210720,1120,-25,0,0,0,0,0
20210721,1010,-310,0,0,0,0,0
20210726,875,-170,0,0,0,0,0
20210728,905,-390,0,0,0,0,0
20210729,815,-355,0,0,0,0,0
20210730,825,-331,0,0,0,0,0
20210802,780,-166,0,0,0,0,0
20210803,1315,-65,0,0,0,0,0
20210805,1250,-40,0,0,0,0,0
20210806,1185,-255,0,0,0,0,0
20210810,1050,-130,0,0,0,0,0
20210811,1045,-80,0,0,0,0,0
20210812,1065,-105,0,0,0,0,0
20210813,995,-30,0,0,0,0,0
20210816,1075,5,1,0,0,0,0
20210817,970,-210,0,0,0,0,0
20210818,980,-165,0,0,0,0,0
20210819,940,-175,0,0,0,0,0
20210820,970,-30,0,0,0,0,0
20210823,895,45,1,0,0,0,0
20210824,795,99,1,0,0,0,0
20210825,735,132,1,1,0,0,0
20210826,730,150,1,1,1,0,0
20210827,710,229,1,1,1,1,0
20210830,605,145,1,1,0,0,0
20210831,545,335,1,1,1,1,1
20210902,1110,475,1,1,1,1,1
20210906,1305,20,1,0,0,0,0
20210907,1340,-115,0,0,0,0,0
20210908,1280,-50,0,0,0,0,0
20210909,1285,-80,0,0,0,0,0
20210910,1215,-185,0,0,0,0,0
20210913,1165,70,1,0,0,0,0
20210914,1115,56.61,1,0,0,0,0
20210915,1030,255,1,1,1,1,1
20210916,960,211.61,1,1,1,1,0
20210917,970,265,1,1,1,1,1
20210921,1050,-300,0,0,0,0,0
20210922,1080,-210,0,0,0,0,0
20210924,850,25,1,0,0,0,0
20210927,785,255,1,1,1,1,1
20210928,800,75,1,0,0,0,0
20210929,1635,28.47,1,0,0,0,0
20211004,1560,420,1,1,1,1,1
20211005,1740,-410,0,0,0,0,0
20211006,1590,-295,0,0,0,0,0
20211008,1490,40,1,0,0,0,0
20211011,1420,110,1,1,0,0,0
20211012,1340,-130,0,0,0,0,0
20211013,1330,150,1,1,1,0,0
20211014,1250,65,1,0,0,0,0
20211015,1180,-50,0,0,0,0,0
20211018,1100,-145,0,0,0,0,0
20211019,1030,-75,0,0,0,0,0
20211020,980,-5,0,0,0,0,0
20211022,1025,140,1,1,0,0,0
20211025,990,65,1,0,0,0,0
20211026,905,-11.53,0,0,0,0,0
20211027,870,167,1,1,1,0,0
20211028,850,43.47,1,0,0,0,0
20211029,825,120,1,1,0,0,0
20211101,760,-35,0,0,0,0,0
20211104,1210,55,1,0,0,0,0
20211108,1185,25,1,0,0,0,0
20211109,1140,0,0,0,0,0,0
20211110,1155,15,1,0,0,0,0
20211111,1200,60,1,0,0,0,0
20211112,1140,-80,0,0,0,0,0
20211115,1055,-245,0,0,0,0,0
20211116,995,-205,0,0,0,0,0
20211117,955,143,1,1,0,0,0
20211118,930,430,1,1,1,1,1
20211119,920,403,1,1,1,1,1
20211122,880,443,1,1,1,1,1
20211124,810,513,1,1,1,1,1
20211125,785,515,1,1,1,1,1
20211126,865,295,1,1,1,1,1
20211129,1100,-125,0,0,0,0,0
20211130,850,205,1,1,1,1,0
20211206,1610,47.17,1,0,0,0,0
20211208,1385,-310,0,0,0,0,0
20211210,1350,-185,0,0,0,0,0
20211213,1185,-70,0,0,0,0,0
20211214,1200,-150,0,0,0,0,0
20211215,1230,-65,0,0,0,0,0
20211216,1060,315,1,1,1,1,1
20211217,1030,345,1,1,1,1,1
20211220,1145,-120,0,0,0,0,0
20211221,1165,-125,0,0,0,0,0
20211222,1075,-305,0,0,0,0,0
20211223,960,-220,0,0,0,0,0
20211227,835,-22.83,0,0,0,0,0
20211228,770,-255,0,0,0,0,0
20211229,755,173,1,1,1,0,0
20211230,735,-420,0,0,0,0,0
20220112,1140,95,1,0,0,0,0
20220114,1205,110,1,1,0,0,0
20220117,1110,125,1,1,0,0,0
20220118,1030,205,1,1,1,1,0
20220119,1155,15,1,0,0,0,0
20220121,1310,-220,0,0,0,0,0
20220124,1275,-165,0,0,0,0,0
20220125,1225,-15,0,0,0,0,0
20220126,1225,-155,0,0,0,0,0
20220127,1075,-5,0,0,0,0,0
20220128,1125,35.6,1,0,0,0,0
20220131,930,47,1,0,0,0,0
20220209,1205,95,1,0,0,0,0
20220210,1155,260,1,1,1,1,1
20220214,1280,30,1,0,0,0,0
20220215,1385,-50,0,0,0,0,0
20220216,1285,110,1,1,0,0,0
20220217,1185,25,1,0,0,0,0
20220218,1320,210,1,1,1,1,0
20220221,1245,-165,0,0,0,0,0
20220222,1285,-435,0,0,0,0,0
20220224,1225,-75,0,0,0,0,0
20220225,1115,35,1,0,0,0,0
20220228,1050,381,1,1,1,1,1
20220301,905,588,1,1,1,1,1
20220308,1765,-110,0,0,0,0,0
20220311,1605,20,1,0,0,0,0
20220315,1535,255,1,1,1,1,1
20220316,1390,178.61,1,1,1,0,0
20220318,1270,160,1,1,1,0,0
20220322,1090,125,1,1,0,0,0
20220324,1045,-10,0,0,0,0,0
20220325,1080,-335,0,0,0,0,0
20220331,1575,-75,0,0,0,0,0
20220406,1320,165,1,1,1,0,0
20220407,1435,-235,0,0,0,0,0
20220408,1360,-113.76,0,0,0,0,0
20220411,1295,-300,0,0,0,0,0
20220414,1195,-210,0,0,0,0,0
20220415,1175,-5,0,0,0,0,0
20220418,1175,-150,0,0,0,0,0
20220420,1050,100,1,1,0,0,0
20220421,1035,115,1,1,0,0,0
20220422,1045,105,1,1,0,0,0
20220425,1150,-375,0,0,0,0,0
20220426,1080,-390,0,0,0,0,0
20220427,1110,-30,0,0,0,0,0
20220506,1680,160,1,1,1,0,0
20220509,1685,155,1,1,1,0,0
20220511,1635,-120,0,0,0,0,0
20220512,1570,-55,0,0,0,0,0
20220513,1490,65,1,0,0,0,0
20220516,1310,-295,0,0,0,0,0
20220517,1230,-235,0,0,0,0,0
20220520,1135,40,1,0,0,0,0
20220523,1050,-325,0,0,0,0,0
20220524,1005,-320,0,0,0,0,0
20220525,965,-145,0,0,0,0,0
20220527,800,74,1,0,0,0,0
20220530,690,39,1,0,0,0,0
20220531,650,85,1,0,0,0,0
20220606,1195,120,1,1,0,0,0
20220607,1155,210,1,1,1,1,0
20220608,1120,300,1,1,1,1,1
20220609,1125,820.2,1,1,1,1,1
20220610,1175,190,1,1,1,0,0
20220613,1245,195,1,1,1,0,0
20220614,1375,25,1,0,0,0,0
20220615,1290,135,1,1,0,0,0
20220616,1200,140,1,1,0,0,0
20220617,1365,-325,0,0,0,0,0
20220620,1115,-145,0,0,0,0,0
20220621,1040,-70,0,0,0,0,0
20220622,965,-300,0,0,0,0,0
20220624,910,5,1,0,0,0,0
20220627,785,-69,0,0,0,0,0
20220628,735,-19,0,0,0,0,0
20220701,1530,-105,0,0,0,0,0
20220707,1425,420.62,1,1,1,1,1
20220708,1365,-195,0,0,0,0,0
20220711,1315,-60,0,0,0,0,0
20220712,1290,-70,0,0,0,0,0
20220713,1320,-65,0,0,0,0,0
20220714,1245,10,1,0,0,0,0
20220715,1210,10,1,0,0,0,0
20220719,1095,125,1,1,0,0,0
20220720,1080,-175,0,0,0,0,0
20220721,1035,-370,0,0,0,0,0
20220722,965,-330,0,0,0,0,0
20220725,905,-245,0,0,0,0,0
20220726,850,-225,0,0,0,0,0
20220727,815,-200,0,0,0,0,0
20220728,790,-300,0,0,0,0,0
20220729,690,-171,0,0,0,0,0
20220801,625,-265,0,0,0,0,0
20220808,1140,90,1,0,0,0,0
20220809,1085,15,1,0,0,0,0
20220810,1100,130,1,1,0,0,0
20220812,1040,60,1,0,0,0,0
20220815,1010,-160,0,0,0,0,0
20220816,970,-140,0,0,0,0,0
20220817,910,-105,0,0,0,0,0
20220818,915,-125,0,0,0,0,0
20220819,860,105,1,1,0,0,0
20220822,845,-135,0,0,0,0,0
20220823,845,-57,0,0,0,0,0
20220824,800,-87,0,0,0,0,0
20220825,740,87,1,0,0,0,0
20220826,715,-5,0,0,0,0,0
20220829,770,-153,0,0,0,0,0
20220830,680,-63,0,0,0,0,0
20220831,1385,-155,0,0,0,0,0
20220901,1380,-90,0,0,0,0,0
20220906,1280,40,1,0,0,0,0
20220907,1320,55,1,0,0,0,0
20220908,1235,75,1,0,0,0,0
20220909,1240,65,1,0,0,0,0
20220912,1160,80,1,0,0,0,0
20220913,1130,110,1,1,0,0,0
20220914,1195,40,1,0,0,0,0
20220915,1140,137.17,1,1,0,0,0
20220916,1170,80,1,0,0,0,0
20220920,1080,170,1,1,1,0,0
20220921,1105,280,1,1,1,1,1
20220922,1095,330,1,1,1,1,1
20220926,875,290,1,1,1,1,1
20220928,1020,-75,0,0,0,0,0
20220929,995,-95,0,0,0,0,0
20220930,970,95,1,0,0,0,0
20221003,985,350,1,1,1,1,1
20221005,1465,65,1,0,0,0,0
20221007,1480,15,1,0,0,0,0
20221011,1410,-125,0,0,0,0,0
20221012,1470,5,1,0,0,0,0
20221013,1435,40,1,0,0,0,0
20221014,1435,-165,0,0,0,0,0
20221017,1340,-245,0,0,0,0,0
20221018,1240,-170,0,0,0,0,0
20221019,1155,-185,0,0,0,0,0
20221020,1155,-240,0,0,0,0,0
20221021,1130,70.86,1,0,0,0,0
20221024,1090,-255,0,0,0,0,0
20221025,1065,-195,0,0,0,0,0
20221026,995,-390,0,0,0,0,0
20221027,930,-405,0,0,0,0,0
20221028,910,-40,0,0,0,0,0
20221031,855,-340,0,0,0,0,0
20221102,1395,-105,0,0,0,0,0
20221108,1190,-85,0,0,0,0,0
20221110,1180,10,1,0,0,0,0
20221111,1150,-390,0,0,0,0,0
20221114,1035,-360,0,0,0,0,0
20221115,985,-210,0,0,0,0,0
20221116,965,-280,0,0,0,0,0
20221117,860,-235,0,0,0,0,0
20221118,830,-265,0,0,0,0,0
20221121,750,-180,0,0,0,0,0
20221122,710,-135,0,0,0,0,0
20221124,655,94,1,0,0,0,0
20221125,625,48,1,0,0,0,0
20221128,600,-79,0,0,0,0,0
20221129,600,-191,0,0,0,0,0
20221130,1335,-80,0,0,0,0,0
20221201,1305,-20,0,0,0,0,0
20221202,1335,-200,0,0,0,0,0
20221205,1280,-130,0,0,0,0,0
20221206,1220,-150,0,0,0,0,0
20221207,1225,34.96,1,0,0,0,0
20221209,1190,-175,0,0,0,0,0
20221212,1140,310,1,1,1,1,1
20221213,1130,35,1,0,0,0,0
20221214,1030,75,1,0,0,0,0
20221215,935,170,1,1,1,0,0
20221216,955,585,1,1,1,1,1
20221219,975,145,1,1,0,0,0
20221220,895,225,1,1,1,1,0
20221221,1045,-225,0,0,0,0,0
20221222,910,-185,0,0,0,0,0
20221223,915,-165,0,0,0,0,0
20221226,825,-197,0,0,0,0,0
20221227,775,243,1,1,1,1,0
20221228,750,-215,0,0,0,0,0
20221229,715,-292,0,0,0,0,0
